valid. perplexity,dropout 0.0,dropout 0.1,dropout 0.3,dropout 0.5,dropout 0.6,dropout 0.9
151,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
152,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
153,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
154,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
155,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
156,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
157,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
158,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
159,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
160,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
161,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
162,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
163,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
164,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
165,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
166,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
167,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
168,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
169,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
170,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
171,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
172,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
173,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
174,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
175,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
176,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
177,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
178,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
179,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
180,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
181,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
182,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
183,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
184,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
185,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
186,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
187,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
188,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
189,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
190,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
191,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
192,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
193,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
194,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
195,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
196,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
197,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
198,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
199,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
200,210.68132729629812,202.22023473786547,194.67521771551196,178.41507548819212,184.25747179599855,318.30104457238133
201,test perplexity:   172.27,test perplexity:   170.04,test perplexity:   166.67,test perplexity:   156.88,test perplexity:   157.86,test perplexity:   256.57
