epoch,time,valid loss,valid perplexity
1,15.857416868209839,6.093875187336519,443.13532052364496
2,12.156708002090454,5.817888930835555,336.2614326672878
3,12.632556676864624,5.6356360722432095,280.2371116804033
4,12.940452337265015,5.554601926719193,258.42407232430577
5,13.300106048583984,5.463057858402398,235.81741925990931
6,13.197136878967285,5.444622336587371,231.5098304073537
7,12.150703191757202,5.374540933817186,215.84076436800808
8,12.251803874969482,5.330184442807088,206.47605366738918
9,12.188971996307373,5.288996505174665,198.14448864104654
10,12.404713869094849,5.297180180001048,199.77269196092035
11,13.207584142684937,5.214500792961909,183.91998390828493
12,12.848493576049805,5.213288008990893,183.69706390407885
13,12.307057619094849,5.205288673220834,182.2334710995968
14,12.259577989578247,5.1959093158575635,180.5322290012418
15,12.182559251785278,5.200497985941119,181.36253538370312
16,12.213712692260742,5.192653540664718,179.94541243831273
17,12.606068849563599,5.188647074685336,179.22590955957648
18,12.252113103866577,5.194069268780824,180.20034663424028
19,12.39774465560913,5.187023417436268,178.93514422779646
20,12.26079511642456,5.185517824504931,178.6659434437304
21,12.24440336227417,5.187121045272963,178.95261413159668
22,13.59849214553833,5.185457513747314,178.655168290253
23,13.78839659690857,5.184952596647549,178.56498501027798
24,13.200908899307251,5.184790450914771,178.5360338071554
25,12.499275207519531,5.184673929636458,178.5152317722346
26,12.320605278015137,5.1845256684452385,178.48876685323
27,12.137938261032104,5.184390656012701,178.46467027734172
28,12.551504373550415,5.18419891402433,178.43045438702512
29,15.176961898803711,5.183614908066471,178.32628036068647
30,13.281662940979004,5.184281402632902,178.44517347400443
31,12.919454336166382,5.184147540798581,178.42128807446494
32,12.236520051956177,5.18411464888086,178.4154195526519
33,13.00696849822998,5.184114059515759,178.41531440086104
34,12.139368057250977,5.184113254940967,178.41517085245437
35,12.238449573516846,5.184112749971823,178.41508075832104
36,12.263795852661133,5.184112700740848,178.4150719747729
37,12.053547859191895,5.184112720433238,178.41507548819212
38,12.399011611938477,5.184112720433238,178.41507548819212
39,12.176565885543823,5.1841126613560675,178.41506494793455
40,12.22928524017334,5.184112759818018,178.41508251503072
41,12.46255612373352,5.184112740125628,178.4150790016114
42,12.200705528259277,5.184112720433238,178.41507548819212
43,13.135823011398315,5.184112720433238,178.41507548819212
44,13.88585615158081,5.184112720433238,178.41507548819212
45,12.704353332519531,5.184112720433238,178.41507548819212
46,13.123471021652222,5.184112720433238,178.41507548819212
47,13.074199199676514,5.184112720433238,178.41507548819212
48,12.418457984924316,5.184112720433238,178.41507548819212
49,15.358200073242188,5.184112720433238,178.41507548819212
50,14.631643772125244,5.184112720433238,178.41507548819212
51,14.542716264724731,5.184112720433238,178.41507548819212
52,14.797402381896973,5.184112720433238,178.41507548819212
53,15.633791208267212,5.184112720433238,178.41507548819212
54,13.21692705154419,5.184112720433238,178.41507548819212
55,13.952684164047241,5.184112720433238,178.41507548819212
56,13.303801774978638,5.184112720433238,178.41507548819212
57,12.291980743408203,5.184112720433238,178.41507548819212
58,12.683918476104736,5.184112720433238,178.41507548819212
59,12.325559377670288,5.184112720433238,178.41507548819212
60,12.234402418136597,5.184112720433238,178.41507548819212
61,12.398081541061401,5.184112720433238,178.41507548819212
62,12.169500589370728,5.184112720433238,178.41507548819212
63,12.368003368377686,5.184112720433238,178.41507548819212
